UsageData,BillingAmount,CostPerUnit,IsShortContractedCust,HighUsageFlag,PaymentHistory,ContractType,Gender,BilltoIncomeRatio,is_churned,Age_25,Age_25-35,Age_35-50,Age_50-65,Age_65+,contract_Dr_0-6m,contract_Dr_6-12m,contract_Dr_12-18m,contract_Dr_18-24m,income_40k,income_40-60k,income_60-80k,income_80-100k,income_100k+,hh_bin_Small_(1-2),hh_bin_Medium_(3-5),hh_bin_Large_(6+),engage_Loyal,engage_At_Risk,engage_High_Risk,engage_Critical
1.923089218498648,-0.7599501879083991,-0.43362555026061617,1,1,0,1,1,-0.016241136611579762,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0098179876016906,0.9767934581712927,-0.2567747932505547,0,1,1,0,0,-0.025818545591661565,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
-0.031843635784549455,-0.6121215111717319,-0.33330820229257213,0,0,1,1,0,-0.017301391802370777,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0.0005563018514274454,-0.667681731941803,-0.3436299947426273,1,0,1,0,0,-0.021042861596533565,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.031843635784549455,-0.0013023156908419271,-0.2509763398466158,0,0,1,1,1,-0.020959564514769817,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0.023572721576785416,0.045111471623371535,-0.25217366264943003,0,0,1,0,0,-0.024305894697620213,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0.13115282124438404,-1.930742078974385,-0.5112369628148455,0,0,0,0,0,0.17744001349571206,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.0739742345693522,-0.07281537305247822,-0.27367690554161206,0,0,1,0,0,-0.024421935149910052,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-0.031843635784549455,-1.46207763009574,-0.447873151767117,1,0,0,1,1,-0.0004972202954135052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0.22897287027887944,0.045111471623371535,-0.2765305148034565,1,0,1,0,0,-0.020956619117089178,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.8779953594298237,1.7060620210085338,-0.17796070260287944,0,1,1,1,0,-0.023905112043473273,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
-0.04726773731892374,1.528674853584413,-0.04100120856961741,0,0,1,0,0,-0.025660499929613844,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.031843635784549455,1.4437401762565465,-0.05620014329649197,0,0,1,1,1,-0.023443377732369507,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
-0.42545182243120405,1.5519688019650992,0.07825696171553294,0,0,1,1,0,-0.02424224427160329,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
-0.031843635784549455,0.8171679492877895,-0.14065534507291053,0,0,1,1,0,-0.023495121680258843,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
-0.031843635784549455,-0.0013023156908419271,-0.2509763398466158,1,0,1,1,1,-0.021758718042390785,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.15772360988059086,-0.0013023156908419271,-0.2327900690990895,0,0,0,1,0,-0.02289460906841064,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.18195635857801618,-1.3537729974069945,-0.4412301555175072,0,0,0,0,1,-0.015417676164433736,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1.9342057257474101,-1.0204086659282094,-0.45130388448733216,1,1,1,0,1,-0.014554403051496427,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1.1159817446058362,1.3051135973661296,-0.23777244697311561,0,1,1,0,0,-0.026068922830031975,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.43138744130356976,0.47855821636186285,-0.10159925827752468,0,0,1,1,1,-0.024723585806296078,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1.2438957976735225,-0.37288684815532486,-0.3852693330996155,0,1,1,1,0,-0.01975247770356451,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1.2030815983923533,1.2140796828105456,-0.25283249362586585,0,1,1,0,0,-0.023343161322124332,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
-0.5186134211831964,-0.6083178102157063,-0.272389847577082,0,0,1,0,0,-0.01847471472954605,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
-0.031843635784549455,-0.34239480516842435,-0.2969519413548623,0,0,0,1,1,-0.020110308156219316,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
-0.19169326802691466,0.045111471623371535,-0.22062565236048054,1,0,1,0,0,-0.020864538900882044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1.7256754287398277,0.9791966061697477,-0.30627143456219863,0,1,1,0,0,-0.025407019144842658,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.5561761248701099,-0.0013023156908419271,-0.15395205993125136,0,0,1,1,1,-0.02295600692558683,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1.6155650027558244,-1.2478116714695004,-0.4623696875945711,0,1,1,1,0,-0.015132159499795178,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-1.9131170151956103,-1.7316450763208022,0.40614119333166104,1,0,1,1,1,0.015188016527426426,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.5198296516783093,0.47477858068911194,-0.07724436109831737,0,0,1,0,1,-0.025549026613224668,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0.15779394344076791,-0.8135136060349493,-0.3740645076133341,0,0,1,1,1,-0.01635668888951108,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.7963250762618221,0.045111471623371535,-0.375027261783372,1,1,1,0,1,-0.023205964463682,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.9374824245214972,-0.68882143812132,-0.19536371844247338,0,0,0,1,1,-0.01945546411029176,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.07916149077416954,0.045111471623371535,-0.25924624274070684,1,0,0,0,0,-0.021726809917062474,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-0.031843635784549455,1.7437493164429674,-0.015762135707500298,1,0,0,1,0,-0.024155852684231285,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
-0.6441870727482638,-0.0013023156908419271,-0.1301731390840998,0,0,1,1,0,-0.02132083662143092,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
-1.5245496691708298,-1.8427433535299482,-0.4516266350524189,0,0,0,1,1,0.06321034432968466,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1.1521457486112587,-0.0013023156908419271,-0.35038320865120187,0,1,1,1,1,-0.022140231200868214,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.6344742006267998,-0.43386152098170183,-0.3614347604820951,0,0,1,0,1,-0.024040134821368072,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
-1.2642112076050502,-1.9275377949882402,-0.5055426317773962,0,0,1,0,0,0.34068329220988003,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.0005563018514274454,1.677665891800088,-0.03268673819247654,0,0,1,0,0,-0.02529351642777451,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
-1.2185778481090026,-0.05464173859926916,0.14243326561829445,1,0,1,0,0,-0.022219629020947623,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.9919175196045116,0.3006098579218914,0.08584906765822119,1,0,0,0,0,-0.025782966339396557,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.0005563018514274454,-1.2677837958646192,-0.42319077632131685,0,0,1,0,1,-0.009493358747591631,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
-0.28812589599119853,-0.6681304644982153,-0.3146243226296044,1,0,1,1,0,-0.020413225928471824,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.6048616663351558,0.9046318791803896,-0.3047323466049916,0,1,1,0,0,-0.023566444486869786,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.3721080511322141,-1.9138620800163617,-0.5077568117245314,0,0,1,0,1,0.10123603783786769,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
-0.031843635784549455,-1.3689565584367294,-0.43532143217583325,1,0,1,1,1,-0.012268940927130286,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1.8997399537244863,-1.7870238111901997,-0.5025715485299835,0,1,0,0,0,0.05086538652985589,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.7538667258777143,-0.2265345567772802,1.526165367101318,0,0,1,1,0,-0.020087705498953765,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-0.9907352904468246,-1.2630810996451138,-0.33095676936104257,1,0,1,0,0,-0.014754008912229371,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.5468487954330177,-0.0013023156908419271,-0.3686677820378552,1,1,0,1,0,-0.02146332135891373,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1.4694037715377566,0.045111471623371535,0.5194724225182235,0,0,1,0,1,-0.021821526131651597,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.16560515276013837,-0.0013023156908419271,-0.2751938249963529,0,0,0,1,1,-0.02089276904377594,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0.2514710647146676,-0.4795962980228722,-0.3406510214811042,0,0,1,1,1,-0.0237747310247954,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1.493063963126664,-1.6285454129755443,-0.4893168898137663,0,1,1,1,1,0.0060623440620256284,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1.6931925129613352,0.7920737698029676,-0.3177973278086635,1,1,1,1,1,-0.024974522653282212,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.0790037076400706,-0.22081652220601244,-0.2931366399441656,0,0,1,1,0,-0.022518191998487695,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0.4363220892933438,0.13220315328534915,-0.28744994904183285,1,0,1,0,1,-0.025439830811832265,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.38553830151471524,-0.0013023156908419271,-0.19255339394194335,0,0,1,1,1,-0.02197505195074286,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1.5194927583836466,-0.43852985402368416,0.35499057704018694,0,0,0,0,1,-0.021728567715784,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1.6809201270474283,-0.0013023156908419271,-0.373980337161315,0,1,1,1,0,-0.022767213115009094,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
-1.2266465823236146,-1.8121277649597667,-0.46555432228962823,0,0,1,1,1,0.010650346544963876,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
-0.0951365306967288,0.4775124922429565,-0.17542469580246978,0,0,1,0,0,-0.02355490127071249,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0.19774843477160398,-1.7360947181120951,-0.4878433281711202,1,0,1,1,0,-0.002032610689204182,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.6485062172344245,0.13138489979385334,-0.10272638220019648,0,0,1,1,0,-0.024125604087866355,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.9856676774900426,-1.7529795648346285,-0.4961745659672167,0,1,1,0,1,0.008086815611042401,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.7734274628307769,0.9356560930923026,-0.23861189518723422,0,1,1,0,0,-0.025473525138535267,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-1.108390285491992,-1.726079461483065,-0.4460961961004929,0,0,1,1,0,0.008894887084474126,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
-0.18851009861634532,1.7415448449373812,0.02756492691484326,1,0,0,1,0,-0.026038876174996426,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1.4983556174461061,-0.17945453295167488,-0.38007950594933926,0,1,1,0,0,-0.020080533920135923,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.0005563018514274454,0.045111471623371535,-0.2491287627206737,1,0,1,0,0,-0.02439006691868139,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-1.0619509492515258,-1.3251284261668193,-0.3345152945900802,0,0,1,0,0,-0.016506598995960044,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-0.9735579240496035,-0.03589705850436446,-0.013144726175650174,0,0,1,0,0,-0.023169739871565707,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-0.06350693289480808,0.34569546551002195,-0.19908101679732418,0,0,1,0,0,-0.024941961260488074,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.3160292479470634,-1.7566997271512395,-0.49821342630934684,0,1,1,1,1,-0.005544133694252246,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
-1.0936909345898835,-0.0013023156908419271,0.06533861140858045,0,0,0,1,0,-0.021016423469417497,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
-1.3195172678165896,-0.4287471571766776,0.09396306287469516,0,0,1,1,0,-0.019310616534916763,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.6262640864574428,-0.0013023156908419271,-0.13526722184467596,1,0,0,1,1,-0.02492110637434887,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
-1.742865525560561,-0.5608020840501673,1.0525086385116216,0,0,1,1,1,-0.022103435725329995,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1.5262936512311966,-0.35006676219863136,-0.39390739433447874,0,1,0,1,0,-0.022992266869434758,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.08828246541777425,-1.7174305069292277,-0.4813573771702523,0,0,1,1,0,-0.007322503006645095,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1.5283960998614619,-0.5007330625511962,-0.40524333759346026,0,1,0,0,0,-0.018310742447933025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.38318367496392325,0.045111471623371535,-0.29202868486924016,0,0,1,0,0,-0.02313341459912322,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.9664867069028902,1.0932183389439432,-0.2426256368611809,0,1,1,1,0,-0.02387435553269991,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
-1.1364406935115117,-1.1160868394357115,-0.2533259432183421,1,0,1,1,1,-0.02158343343895042,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-0.031843635784549455,1.7889918892247783,-0.009663923165177285,0,0,1,1,1,-0.02529184609990179,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.09512772184157889,-0.0013023156908419271,-0.24213791540309385,0,0,0,1,1,-0.022437897335609528,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.5767992654732648,0.2729451222930287,-0.28544973811574476,0,0,1,1,0,-0.022517655408845386,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1.3423329082164173,0.045111471623371535,0.3120216644717027,1,0,0,0,1,-0.02367726899257045,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.51414206361429,0.5528970310819569,0.9082790478917769,0,0,0,0,1,-0.02556911299479102,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0.7757777482739969,1.7682486276519949,-0.1595700538671008,1,1,1,1,1,-0.02413800223219615,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.5470643609152182,1.8763615374428173,1.827534640392808,0,0,1,0,0,-0.023959495041089556,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
-0.06799250593728579,-1.8296394583461306,-0.4971109829279446,1,0,1,1,0,0.058303053157166954,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1.7444941986940545,0.11106452769124002,1.8267366673312115,1,0,1,1,1,-0.023012327423610195,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.6931608808611762,-0.05659367882646424,1.2448524107225811,0,0,1,1,0,-0.022064584585797947,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1.2904132774235006,1.3440540111050723,-0.24937935004347325,1,1,1,0,0,-0.023494136429002825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.5202350486732363,-0.0013023156908419271,-0.3090665788921239,0,0,1,1,1,-0.022275968921078915,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.3690117530198718,0.550682127263758,0.5668550285291497,1,0,1,0,0,-0.024373012367194746,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.8128577843145373,0.14612021689633117,2.8695294392663873,0,0,1,0,0,-0.0227726243697931,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.031843635784549455,-1.7635175512451702,-0.48850401325184134,0,0,1,1,1,0.03849993414895317,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.0005563018514274454,1.284020605819722,-0.08487573819797033,0,0,1,0,1,-0.02317378343653722,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.05393150334826739,-1.5467298471302948,-0.46157686822134764,0,0,1,1,0,-0.001837470708521501,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.6807729159674345,0.9845715657751005,-0.2241964661570568,0,0,1,1,0,-0.02411524023409693,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-0.9100652040132571,-0.38853010548845857,-0.1297017861335074,0,0,0,0,1,-0.02004488787369184,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.742770925268155,0.045111471623371535,-0.37303209580181407,0,1,1,0,1,-0.024283788256644005,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1.688587295732483,0.045111471623371535,-0.3709541169878801,1,1,0,0,0,-0.021854775656697117,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
-1.854292445354795,-1.6983388171406233,0.030497116354109052,0,0,1,1,0,0.01718213899746317,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.1218819968304733,1.4312296276780312,-0.091289447240865,1,0,1,1,0,-0.024028351302627007,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.23711534560461248,-0.0013023156908419271,-0.2828983321910816,1,0,1,1,1,-0.022438204018212803,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.8545292547206306,-1.1775362413385886,-0.33315374409971454,1,0,1,1,0,-0.021539907585971664,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.9399889145394353,-1.8208832734466234,-0.4810579439664289,0,0,0,0,0,0.026569044000682728,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.612326257146277,-0.7101073376649883,-0.2753713141107684,0,0,1,1,0,-0.024517972722907552,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.14176396111737452,-0.0013023156908419271,-0.23523405408059828,1,0,0,1,0,-0.02199645839645164,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.031843635784549455,-0.3667463010888667,-0.3002342612742563,0,0,1,1,1,-0.01920187900962859,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0.4013650172797996,-0.0013023156908419271,-0.29883900305627575,0,0,1,1,1,-0.021063468580760296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.586618333899738,1.2388942117982227,-0.2790811353383647,0,1,1,0,1,-0.0247322652049298,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.8826010084794216,0.33917623479520376,-0.3037867707550306,0,1,1,1,0,-0.02413176993303315,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0.0005563018514274454,0.7009878856367635,-0.16217348751827876,0,0,1,0,0,-0.025409358615158542,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.031843635784549455,0.26746460895382146,-0.21474944712028954,1,0,1,1,1,-0.02393517159487987,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.5484256313839069,1.2540029870495775,-0.18105616909864072,0,0,1,1,1,-0.025276095442389294,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0.5864368184246164,-0.2482540840250454,-0.3396030630534571,0,0,1,1,1,-0.02379121055721059,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
