UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,Month,HighUsageFlag,CostPerUnit,BilltoIncomeRatio,IsShortContractedCust,EngagementScore,Income_x_Complaints,Billing_x_ContractLength,Gender_x_Complaints,Promo_x_PaymentHistory,UsageData_squared,Age_x_Usage,ContractType_x_CSInteractions,Billing_x_Income,is_churned
562.547357981396,102.83523022746223,1,3,1,2,0,1,59,0,108968,4,1,0,0.18280279654404333,1059.6368555695615,1,4,108968,102.83523022746223,0,2,316459.5299718489,33190.29412090236,0,0.0009437108739867506,0
728.1988801497511,188.47952027214097,1,4,0,3,1,20,44,0,109515,5,1,1,0.2588297310116447,581.0445603950709,0,7,0,3769.5904054428192,0,3,530273.6090513516,32040.750726589045,4,0.0017210226841022406,0
492.041824046585,179.3328313338706,1,3,2,0,0,18,42,0,53103,2,1,0,0.36446664200011564,296.1142117983749,0,1,106206,3227.9909640096707,0,0,242105.15661109053,20665.75660995657,0,0.0033770117379834023,0
495.9785534203096,174.95330893170654,1,5,1,3,1,22,65,1,114768,4,1,0,0.35274369773695635,655.9921655714438,0,7,114768,3848.972796497544,1,3,245994.7254529029,32238.605972320125,5,0.0015243951670896021,0
395.51701881117486,180.53394696740932,1,1,1,0,1,20,62,0,95019,2,1,0,0.456450515100587,526.322066271299,0,0,95019,3610.6789393481863,0,0,156433.71216927926,24522.05516629284,1,0.0018999573454789446,0
495.9785534203096,142.64510230850706,1,4,0,0,1,13,49,0,92376,2,1,0,0.2876033677763172,647.5932121399649,0,4,0,1854.3863300105918,0,0,245994.7254529029,24302.94911759517,4,0.0015441625329736522,0
495.9785534203096,100.44197663885781,1,3,1,1,1,2,59,1,93355,2,1,0,0.20251274162199462,929.4420831208922,1,3,93355,200.88395327771562,1,1,245994.7254529029,29262.734651798266,3,0.0010759027447497516,0
463.84991432368696,100.44197663885781,0,5,0,3,1,24,32,0,74836,4,1,0,0.2165398193191574,745.0669780133372,0,8,0,2410.6074393325875,0,0,215156.74301809174,14843.197258357983,5,0.0013421432799131153,0
550.5472241486176,30.70396343629731,0,1,1,3,0,7,64,1,60140,1,1,0,0.055769899637181576,1958.7047817059436,0,3,60140,214.9277440540812,1,0,303102.2460177482,35235.02234551153,0,0.0005105329714553684,0
997.7779129801723,47.893368326339456,1,4,1,1,0,3,19,1,100520,1,1,1,0.04800002856676903,2098.8292014683375,1,4,100520,143.68010497901838,1,1,995560.7636310684,18957.780346623276,0,0.0004764513716172686,0
788.9406997611549,167.80524848235282,1,5,0,1,0,17,28,0,38565,4,1,1,0.2126969093281085,229.81998685253086,0,6,0,2852.689224199998,0,1,622427.4277396207,22090.339593312336,0,0.004351118821821107,0
394.00205697602354,125.18522658289064,1,0,1,2,1,23,20,1,56107,5,1,0,0.31772734270397124,448.1918636209768,0,1,56107,2879.260211406485,1,2,155237.6209013377,7880.041139520471,0,0.0022311475472818606,0
821.5885015732397,81.28180748976128,1,3,0,0,1,21,34,0,102016,3,1,1,0.09893250372189574,1255.0901997701087,0,3,0,1706.9179572849869,0,0,675007.6659173613,27934.00905349015,3,0.0007967476743068438,0
811.1713983911096,163.11122855202618,1,3,0,3,0,7,42,0,109653,5,1,1,0.20108108949051162,672.2590527544518,0,6,0,1141.7785998641832,0,3,657999.0375677883,34069.1987324266,0,0.0014875082400279624,0
371.73916688944286,69.14218201586564,1,0,0,1,0,19,59,0,101120,1,1,0,0.18599649478535815,1462.493618971941,0,1,0,1313.7014583014472,0,1,138190.00819965705,21932.610846477128,0,0.000683756905250795,0
495.9785534203096,82.85408149550553,0,4,0,3,1,17,42,1,99177,1,1,0,0.1670517423064704,1197.0080195189892,0,7,0,1408.519385423594,0,0,245994.7254529029,20831.099243653003,4,0.0008354078676269487,1
455.17975932360577,102.83523022746223,1,3,2,1,0,4,53,0,110505,2,1,0,0.22592223867835146,1074.5830952638792,1,2,221010,411.34092090984893,0,1,207188.61329789567,24124.527244151104,0,0.0009305850381650067,0
944.554239386496,150.99985392389078,1,5,0,1,0,12,32,0,50926,4,1,1,0.15986361357286136,337.2586044067863,0,6,0,1811.9982470866894,0,1,892182.7111430019,30225.73566036787,0,0.002965025505603919,0
362.1519505040196,100.44197663885781,1,3,2,0,1,20,58,1,73835,4,1,0,0.2773476064372128,735.1010251966267,0,1,147670,2008.8395327771561,2,0,131154.03525386588,21004.813129233138,3,0.0013603388135713988,1
916.4504987985268,36.167691742638986,1,3,1,0,1,9,68,0,72518,2,1,1,0.03946497032851757,2005.0491614455655,0,2,72518,325.50922568375086,0,0,839881.5167480686,62318.63391829983,3,0.0004987340109852451,1
15.816765310421754,11.219586891637622,1,0,1,1,1,1,68,1,77713,1,1,0,0.7093477504053862,6926.547363158478,1,0,77713,11.219586891637622,1,1,250.17006488496096,1075.5400411086794,0,0.0001443702150402453,0
371.42874554628327,124.99033564291646,1,5,1,3,0,19,48,1,39273,1,1,0,0.3365122843658356,314.2082929691349,0,7,39273,2374.816377215413,1,3,137959.31301808564,17828.5797862216,0,0.0031825211499444026,0
544.3801946332228,58.561585104297585,1,3,2,3,1,8,59,1,105779,3,1,0,0.10757478997514515,1806.2864898825515,0,4,211558,468.4926808343807,2,3,296349.7963089055,32118.431483360146,3,0.0005536168000028133,0
962.5863135415632,102.83523022746223,1,2,1,1,0,2,40,1,71422,5,1,1,0.10683221730954098,694.5285175325712,1,2,71422,205.67046045492447,1,1,926572.4110175365,38503.452541662526,0,0.0014398055280156565,0
264.8302551768411,64.99113967414783,0,2,0,0,1,9,42,1,84703,5,1,0,0.24540677812944683,1303.300733372016,0,2,0,584.9202570673305,0,0,70135.06405703077,11122.870717427326,2,0.0007672735605655911,0
524.3106505206708,102.83523022746223,0,0,2,3,0,1,36,0,96112,4,1,0,0.1961341623050016,934.6213334419434,1,1,192224,102.83523022746223,0,0,274901.65824940905,18875.18341874415,0,0.0010699409052621627,0
495.9785534203096,190.4228060986702,0,0,0,1,1,4,53,0,102894,1,1,0,0.3839335487099162,540.3449413862962,1,1,0,761.6912243946808,0,0,245994.7254529029,26286.863331276407,0,0.0018506516944328704,0
339.6887112061511,100.44197663885781,1,1,1,3,1,15,62,0,100494,4,1,0,0.29568829733026175,1000.5179444180917,0,3,100494,1506.6296495828672,0,3,115388.42052089592,21060.70009478137,1,0.0009994723781168995,0
114.9917144221666,5.490979811621677,0,3,1,0,1,18,18,1,80835,2,1,0,0.04775109093045401,14721.416354311203,0,2,80835,98.83763660919018,1,0,13223.094385749117,2069.850859598999,3,6.792740624995889e-05,0
798.1709227678148,100.44197663885781,1,3,2,0,1,20,33,1,87135,5,1,1,0.1258401850703299,867.5157829011724,0,1,174270,2008.8395327771561,2,0,637076.8219520249,26339.640451337887,3,0.0011527035512171526,0
666.0444073691618,78.13774485234278,1,4,1,0,0,14,25,1,43689,2,1,0,0.11731611884706382,559.1279871534466,0,3,43689,1093.928427932799,1,0,443615.152587738,16651.110184229045,0,0.001788458339490565,0
181.4385065722448,1.1186884504377217,1,5,1,2,0,10,45,0,66853,2,1,0,0.006165661697575122,59760.15929532631,0,6,66853,11.186884504377216,0,2,32919.931667166515,8164.732795751015,0,1.6733306166238694e-05,0
504.2480649969895,187.01531874791465,1,1,2,2,0,23,41,0,66518,3,1,0,0.3708795962341098,355.6820930250224,0,1,133036,4301.352331202037,0,2,254266.11105320815,20674.17066487657,0,0.002811457158825518,0
193.08561524495823,97.69161359639628,1,0,2,1,0,2,21,0,83490,5,1,0,0.5059497232482064,854.6281193074677,1,-1,166980,195.38322719279256,0,1,37282.05481452405,4054.797920144123,0,0.0011700855612748235,1
250.93665902168027,116.0096007168172,0,5,0,3,0,4,40,0,32046,1,1,0,0.4623063093654813,276.23575809234285,1,8,0,464.0384028672688,0,0,62969.20684096303,10037.46636086721,0,0.0036199831721164914,0
504.2480649969895,35.137860712969186,1,4,1,0,0,17,35,1,102614,2,1,0,0.06968367982369743,2920.325765937303,0,3,102614,597.3436321204762,1,0,254266.11105320815,17648.682274894632,0,0.0003424242139352842,0
430.56703499432115,66.05803702815993,1,0,2,2,1,4,32,0,75824,5,1,0,0.15342102775943167,1147.8391337556236,1,0,151648,264.2321481126397,0,2,185387.971623801,13778.145119818277,0,0.0008711907290228807,0
913.7186613044468,147.1550416218371,1,2,1,0,0,7,63,0,93593,1,1,1,0.16105071271254878,636.0162653517352,0,1,93593,1030.0852913528597,0,0,834881.7920159902,57564.275662180145,0,0.0015722700346372323,0
409.13207385408754,1.823855079301828,1,5,0,2,0,19,35,1,38107,5,1,0,0.004457863843625924,20893.65565963024,0,7,0,34.65324650673473,0,2,167389.05385614655,14319.622584893064,0,4.786016267717613e-05,0
495.9785534203096,29.92104710852159,1,2,2,1,1,4,51,1,73899,3,1,0,0.060327300247527936,2469.7999281901257,1,1,147798,119.68418843408637,2,1,245994.7254529029,25294.90622443579,2,0.0004048856171653801,0
988.9811336793906,8.364069950920916,0,0,2,0,0,10,60,0,106371,5,1,1,0.008457259361261377,12717.612433201632,0,-2,212742,83.64069950920916,0,0,978083.6827737726,59338.86802076344,0,7.863037219306693e-05,0
56.46258771600743,88.82823209350666,1,2,1,2,1,10,65,0,106654,5,1,0,1.5732228310237968,1200.6768285980152,0,3,106654,888.2823209350665,0,2,3188.023811587833,3670.0682015404827,2,0.0008328557694764114,0
251.23840212426344,35.380347811194014,1,2,1,1,0,3,59,0,73111,3,1,0,0.14082380524651944,2066.4296572253697,1,2,73111,106.14104343358204,0,1,63120.7347019531,14823.065725331544,0,0.00048391984641637506,0
898.911901090533,100.44197663885781,0,4,2,2,1,6,25,0,98171,2,1,1,0.11173728650939499,977.3901638054857,1,4,196342,602.6518598331469,0,0,808042.6059221962,22472.797527263323,4,0.0010231224446772787,0
129.06673036839263,102.83523022746223,1,0,2,2,0,22,29,1,94531,2,1,0,0.7967601715325217,919.247224816884,0,0,189062,2262.3750650041693,2,2,16658.220887987365,3742.935180683386,0,0.0010878351270200803,1
546.3738677884044,100.44197663885781,0,4,0,1,1,15,57,1,107473,4,1,0,0.18383378591187716,1070.0008462241085,0,5,0,1506.6296495828672,0,0,298524.4034020608,31143.310463939048,4,0.0009345700042694774,1
568.2896245694204,75.77950335533214,1,5,2,0,1,14,30,1,45635,4,1,0,0.13334662481784437,602.2076944212243,0,3,91270,1060.91304697465,2,0,322953.0973932528,17048.68873708261,5,0.001660520276872034,0
885.1842730190116,16.535758089099573,1,1,2,0,1,24,41,1,90042,4,1,1,0.01868058278159719,5445.290110972051,0,-1,180084,396.85819413838976,2,0,783551.1972001961,36292.55519377947,1,0.00018364290493541502,1
936.2635491051576,141.35116060324265,1,2,1,1,1,4,18,1,57595,2,1,1,0.15097368763137292,407.460396888165,1,2,57595,565.4046424129706,1,1,876589.4333829859,16852.743883892836,2,0.0024541836343364583,0
524.2703791637103,89.12307350915773,1,0,2,1,1,13,28,0,71848,1,1,0,0.1699944857676727,806.1660933699436,0,-1,143696,1158.5999556190504,0,1,274859.4304684606,14679.57061658389,0,0.0012404219057907241,0
615.4695822869044,107.3259751490966,1,4,1,1,0,3,29,1,35625,6,1,0,0.17438063267124393,331.93269337185114,1,4,35625,321.9779254472898,1,1,378802.8067204165,17848.617886320226,0,0.003012574388061994,0
405.7042397556515,100.44197663885781,1,5,2,3,1,7,33,1,89828,4,1,0,0.24757438250917033,894.327282337138,0,6,179656,703.0938364720047,2,3,164595.93015571113,13388.239911936498,5,0.0011181464408916697,0
116.2824015452928,77.89702963705795,0,2,2,1,0,8,51,1,72782,4,1,0,0.6698952601758618,934.3360117723336,0,1,145564,623.1762370964636,2,0,13521.596909140713,5930.402478809933,0,0.0010702640676676966,1
933.1312394529364,100.44197663885781,1,1,2,1,1,17,62,0,76913,1,1,1,0.10763971067750724,765.7455834082501,0,0,153826,1707.5136028605828,0,1,870733.9100429732,57854.13684608205,1,0.0013058997924806643,0
191.02621341071543,7.069624250111306,1,3,0,3,1,23,33,1,43761,1,1,0,0.03700866035024878,6190.003662402711,0,6,0,162.60135775256003,0,3,36491.01421003619,6303.865042553609,3,0.00016154710136902578,0
479.824160375532,125.13130547140452,1,1,0,2,0,18,38,0,79820,3,1,0,0.2607857540426291,637.8899324936777,0,3,0,2252.3634984852815,0,2,230231.22488008428,18233.318094270217,0,0.0015676489328798752,0
554.5778725520169,10.99014814506598,1,1,0,0,1,3,55,0,45404,5,1,0,0.01981714144939159,4131.336484338848,1,1,0,32.97044443519794,0,0,307556.61672432104,30501.782990360927,1,0.00024204709052011848,0
338.58632589507573,107.283783201009,1,2,0,3,1,18,44,0,58497,5,1,0,0.3168579915842647,545.2548209490234,0,5,0,1931.108097618162,0,3,114640.70008312643,14897.798339383333,2,0.0018339735238984069,0
755.6803367713911,10.119507709322797,1,3,2,3,0,11,32,1,58429,2,1,1,0.013391254498638828,5773.897473902918,0,4,116858,111.31458480255077,2,3,571052.7713829231,24181.770776684516,0,0.00017319027399149062,0
701.5097722511391,148.75475618026488,1,2,0,3,0,8,33,0,48563,2,1,1,0.21204944259423797,326.4635111306969,0,5,0,1190.038049442119,0,3,492115.96056384506,23149.82248428759,0,0.00306306639033574,0
221.20904359550295,11.506569024619594,1,0,1,3,1,21,66,0,67947,3,1,0,0.05201672064393626,5905.06169602944,0,2,67947,241.63794951701146,0,3,48933.44096843712,14599.796877303195,0,0.00016934374852268786,0
455.9922070692461,190.30913600952184,0,2,0,1,1,5,40,0,44665,4,1,0,0.41735172895317013,234.69708778334874,1,3,0,951.5456800476092,0,0,207928.8929078822,18239.688282769843,2,0.004260715891495138,0
886.5348742808432,91.2558391148735,1,0,2,0,0,10,52,0,109675,1,1,1,0.10293541942035862,1201.8409020593228,0,-2,219350,912.5583911487349,0,0,785944.0833161504,46099.813462603845,0,0.0008320493008030335,0
504.2480649969895,102.83523022746223,1,4,1,0,0,3,42,0,51657,2,1,0,0.20393777857744716,502.327848984627,1,3,51657,308.50569068238667,0,0,254266.11105320815,21178.41872987356,0,0.0019906932174583265,0
233.06186359066984,32.18097548124179,1,2,2,3,0,20,45,0,57345,3,1,0,0.13807911335404807,1781.9534412008816,0,3,114690,643.6195096248357,0,3,54317.832260356,10487.783861580143,0,0.0005611721040916853,0
255.62262137414749,98.65815340062886,1,1,2,0,0,22,61,0,69101,4,1,0,0.3859523576993045,700.4084063827567,0,-1,138202,2170.479374813835,0,0,65342.92455819076,15592.979903822996,0,0.0014277177708406248,0
487.89705632142653,118.33436881695587,1,2,2,0,0,9,41,0,48842,2,1,0,0.24253962446331548,412.74568401637123,0,0,97684,1065.009319352603,0,0,238043.53756711326,20003.779309178488,0,0.0024227498068700912,0
839.9992901619358,9.92768341896384,1,2,2,2,1,15,21,1,35356,1,1,1,0.011818680724182483,3561.3544981161513,0,2,70712,148.91525128445758,2,2,705598.8074725561,17639.985093400654,2,0.00028078409986604747,0
224.96079317664075,100.44197663885781,0,1,2,3,1,20,59,0,105457,3,1,0,0.44648658648705103,1049.929556635209,0,2,210914,2008.8395327771561,0,0,50607.35846666333,13272.686797421804,1,0.0009524358193674999,0
167.3226119579282,78.40145893899854,1,1,2,3,1,10,23,0,104024,3,1,0,0.46856463703012186,1326.8120441602682,0,2,208048,784.0145893899854,0,3,27996.856472423413,3848.4200750323484,1,0.0007536790092669891,0
344.2632367588189,100.44197663885781,0,1,1,3,1,5,31,1,41797,3,1,0,0.2917592293167935,416.1307990809698,1,3,41797,502.20988319428903,1,0,118517.1761836586,10672.160339523385,1,0.002403033079067367,0
59.270449706428586,71.59225533978932,1,5,1,3,1,15,20,1,62535,1,1,0,1.207891212136767,873.488336178236,0,7,62535,1073.8838300968398,1,3,3512.9862084022807,1185.4089941285717,5,0.0011448166710341134,1
893.6655637411507,82.45848915631844,0,0,1,3,1,12,38,0,60130,3,1,1,0.09226996373354994,729.2153981382097,0,2,60130,989.5018698758213,0,0,798638.1398167886,33959.291422163726,0,0.001371314116783663,0
481.5735394270737,11.952538697025728,1,0,2,0,1,18,51,0,39117,1,1,0,0.024819757977661356,3272.693859567581,0,-2,78234,215.1456965464631,0,0,231913.07387631928,24560.25051078076,0,0.00030555086397632107,0
894.202176603888,74.68961949783863,0,3,0,0,0,23,55,0,111221,4,1,1,0.08352654629124717,1489.109206175813,0,3,0,1717.8612484502887,0,0,799597.5326431309,49181.11971321384,0,0.0006715363821711409,0
601.9069409818293,102.83523022746223,1,5,1,1,0,22,19,0,72633,1,1,0,0.17084905194766092,706.3046374218483,0,5,72633,2262.3750650041693,0,1,362291.96560210333,11436.231878654757,0,0.0014158001793576319,0
750.7847329555898,156.87920436976944,1,2,0,3,1,19,61,0,91937,2,1,1,0.20895364208085077,586.0368834055371,0,5,0,2980.7048830256194,0,3,563677.7152391963,45797.868710290975,2,0.0017063586805213236,0
214.0496725975032,42.95987452313448,1,5,0,2,1,5,24,1,41151,1,1,0,0.20070049162801473,957.8938592532346,1,7,0,214.7993726156724,0,2,45817.262339098306,5137.192142340076,5,0.0010439316320746132,1
495.9785534203096,192.75566786094677,1,1,2,3,1,14,52,1,68612,3,1,0,0.38863710241438376,355.95321663639197,0,2,137224,2698.579350053255,2,3,245994.7254529029,25790.8847778561,1,0.002809317007869453,0
479.8264086801571,100.44197663885781,0,0,2,2,1,22,40,1,82282,4,1,0,0.20932982183106655,819.199330334243,0,0,164564,2209.723486054872,2,0,230233.38246689714,19193.056347206286,0,0.0012206892874452536,0
651.3238992837752,114.58311234659767,1,3,1,3,1,23,37,0,92383,5,1,0,0.1759233961360828,806.2531913128221,0,5,92383,2635.4115839717465,0,3,424222.8217782213,24098.984273499682,3,0.0012402917425809413,0
161.49932289683332,102.83523022746223,0,3,1,0,0,1,50,1,63555,4,1,0,0.6367533212083741,618.0274975747327,1,2,63555,102.83523022746223,1,0,26082.031296135632,8074.966144841666,0,0.00161802552437948,0
117.64807183872396,129.01839007582072,0,1,1,2,0,15,42,1,40118,1,1,0,1.0966468728249417,310.94791972232565,0,2,40118,1935.2758511373108,1,0,13841.068807369555,4941.219017226406,0,0.003215892471791937,1
702.1096410811219,191.6860743614475,1,5,1,2,1,1,54,1,104132,3,1,1,0.2730144455305949,543.2423839180221,1,6,104132,191.6860743614475,1,2,492957.94809906185,37913.92061838059,5,0.0018407812543713088,0
109.24523718762836,197.26074568873472,1,0,2,3,0,14,61,0,112876,1,1,0,1.8056690686655748,572.2172427458596,0,1,225752,2761.650439642286,0,3,11934.521848181179,6663.9594684453305,0,0.001747572540807558,0
486.7521930621336,6.16666145684186,1,3,2,0,1,6,21,0,85870,5,1,0,0.012668995732813658,13924.876629108274,1,1,171740,36.99996874105116,0,0,236927.69745079658,10221.796054304805,3,7.181308540533894e-05,0
58.8547596676583,106.2359953286872,1,4,0,2,1,1,53,1,77123,3,1,0,1.8050535917329673,725.9592171315052,1,6,0,106.2359953286872,0,2,3463.882735537818,3119.3022623858897,4,0.0013774699876651522,0
71.95668198793493,97.59096488350735,1,1,0,0,1,14,24,0,85860,2,1,0,1.3562460384133688,879.7945599010072,0,1,0,1366.273508369103,0,0,5177.764082712799,1726.9603677104383,1,0.0011366157496827123,0
833.4612663184184,169.8131493737745,1,2,2,2,0,2,35,0,109997,2,1,1,0.20374450047796042,647.7531357591537,1,2,219994,339.626298747549,0,2,694657.6824531016,29171.144321144646,0,0.0015437839721974445,0
636.8868824317962,100.44197663885781,1,4,1,3,1,17,33,1,84922,3,1,0,0.15770771766462638,845.4831619387544,0,6,84922,1707.5136028605828,1,3,405624.90101369255,21017.267120249275,4,0.0011827417382671104,0
154.6900191742966,128.90418206096012,1,1,2,1,0,4,28,0,65109,5,1,0,0.8333063939679112,505.0961028495513,1,0,130218,515.6167282438405,0,1,23929.00203214425,4331.320536880305,0,0.001979790847196439,0
41.40616241837891,108.0435865390988,1,3,2,0,0,9,30,0,82639,3,1,0,2.609360062094081,764.8672415191865,0,1,165278,972.3922788518892,0,0,1714.4702862171741,1242.1848725513673,0,0.0013074006115573428,0
495.9785534203096,9.576133094729112,1,3,1,1,1,20,19,1,102565,5,1,0,0.01930755478980149,10710.48188088089,0,3,102565,191.52266189458226,1,1,245994.7254529029,9423.592514985883,3,9.336557041055624e-05,0
504.2480649969895,166.71762170949123,1,2,2,2,0,19,62,1,116661,5,1,0,0.33062620024230843,699.7520646214838,0,2,233322,3167.6348124803335,2,2,254266.11105320815,31263.38002981335,0,0.0014290653486953011,0
517.8711420425337,20.754448437234178,1,0,2,1,1,16,69,0,86401,3,1,0,0.040076472219279555,4163.011137650553,0,-1,172802,332.07117499574684,0,1,268190.5197604381,35733.108800934824,0,0.00024020796320958055,0
