UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,is_churned,Month
338.58632589507573,107.283783201009,1,2,0,3,1,18,44,0,58497,5,0,1
755.6803367713911,10.119507709322797,1,3,2,3,0,11,32,1,58429,2,0,1
701.5097722511391,148.75475618026488,1,2,0,3,0,8,33,0,48563,2,0,1
221.20904359550295,11.506569024619594,1,0,1,3,1,21,66,0,67947,3,0,1
455.9922070692461,190.30913600952184,0,2,0,1,1,5,40,0,44665,4,0,1
886.5348742808432,91.2558391148735,1,0,2,0,0,10,52,0,109675,1,0,1
,,1,4,1,0,0,3,42,0,51657,2,0,1
233.06186359066984,32.18097548124179,1,2,2,3,0,20,45,0,57345,3,0,1
255.62262137414749,98.65815340062886,1,1,2,0,0,22,61,0,69101,4,0,1
487.89705632142653,118.33436881695587,1,2,2,0,0,9,41,0,48842,2,0,1
839.9992901619358,9.92768341896384,1,2,2,2,1,15,21,1,35356,1,0,1
224.96079317664075,,0,1,2,3,1,20,59,0,105457,3,0,1
167.3226119579282,78.40145893899854,1,1,2,3,1,10,23,0,104024,3,0,1
344.2632367588189,,0,1,1,3,1,5,31,1,41797,3,0,1
59.270449706428586,71.59225533978932,1,5,1,3,1,15,20,1,62535,1,1,1
893.6655637411507,82.45848915631844,0,0,1,3,1,12,38,0,60130,3,0,1
481.5735394270737,11.952538697025728,1,0,2,0,1,18,51,0,39117,1,0,1
894.202176603888,74.68961949783863,0,3,0,0,0,23,55,0,111221,4,0,1
601.9069409818293,,1,5,1,1,0,22,19,0,72633,1,0,1
750.7847329555898,156.87920436976944,1,2,0,3,1,19,61,0,91937,2,0,1
214.0496725975032,42.95987452313448,1,5,0,2,1,5,24,1,41151,1,1,1
,192.75566786094677,1,1,2,3,1,14,52,1,68612,3,0,1
479.8264086801571,,0,0,2,2,1,22,40,1,82282,4,0,1
651.3238992837752,114.58311234659767,1,3,1,3,1,23,37,0,92383,5,0,1
161.49932289683332,,0,3,1,0,0,1,50,1,63555,4,0,1
117.64807183872396,129.01839007582072,0,1,1,2,0,15,42,1,40118,1,1,1
702.1096410811219,191.6860743614475,1,5,1,2,1,1,54,1,104132,3,0,1
109.24523718762836,197.26074568873472,1,0,2,3,0,14,61,0,112876,1,0,1
486.7521930621336,6.16666145684186,1,3,2,0,1,6,21,0,85870,5,0,1
58.8547596676583,106.2359953286872,1,4,0,2,1,1,53,1,77123,3,0,1
71.95668198793493,97.59096488350735,1,1,0,0,1,14,24,0,85860,2,0,1
833.4612663184184,169.8131493737745,1,2,2,2,0,2,35,0,109997,2,0,1
636.8868824317962,,1,4,1,3,1,17,33,1,84922,3,0,1
154.6900191742966,128.90418206096012,1,1,2,1,0,4,28,0,65109,5,0,1
41.40616241837891,108.0435865390988,1,3,2,0,0,9,30,0,82639,3,0,1
,9.576133094729112,1,3,1,1,1,20,19,1,102565,5,0,1
,166.71762170949123,1,2,2,2,0,19,62,1,116661,5,0,1
517.8711420425337,20.754448437234178,1,0,2,1,1,16,69,0,86401,3,0,1
677.8613363644093,151.2770052211342,1,5,0,3,1,11,67,0,82739,3,0,1
271.8280162509711,80.47518764862369,0,5,0,1,0,22,41,1,97184,1,0,1
948.9175627989804,,1,2,0,2,0,17,57,1,53431,2,0,1
935.088148781398,,0,0,0,3,0,1,53,0,93976,2,0,1
30.8306973357626,12.93697150768558,1,4,1,3,1,15,23,0,93796,3,0,1
535.2143048228306,174.30822226643946,1,5,2,2,1,2,57,0,97794,1,0,1
564.6255809312516,,1,4,2,0,1,2,45,1,82277,4,0,1
286.0025859911093,39.79133323116755,1,3,0,1,1,6,42,0,38397,1,0,1
264.1905178892867,6.618160292551223,0,2,2,2,0,9,38,0,58067,1,0,1
347.8206214099082,63.89356590528719,1,1,2,3,1,18,29,0,30769,2,0,1
467.9233326644869,,0,5,0,0,1,5,65,0,89479,1,0,1
,81.59843509447077,1,1,1,0,1,23,57,1,109706,1,0,1
606.5474073447574,,1,5,2,1,1,22,60,1,104690,5,0,1
909.0623730588673,164.39075052137645,1,1,1,2,0,8,31,1,73447,5,0,1
729.3743906881258,117.99821498840586,1,1,2,3,1,15,61,0,64221,4,0,1
,136.65446094207928,1,5,2,2,0,14,38,0,46036,1,0,1
,114.3005183378895,1,3,0,2,1,3,38,1,65856,3,0,1
644.082030542834,165.1698106386845,1,5,2,2,1,21,44,1,59215,1,0,1
653.7837143796404,87.70829899740727,1,1,0,1,1,17,68,1,52584,5,1,1
636.1674925525505,64.92342846088202,1,3,0,1,1,23,66,1,60922,2,0,1
103.43278837957324,116.09929290795776,0,1,1,3,1,15,55,0,106321,4,0,1
351.7449792464549,81.87204619940691,1,3,1,0,0,22,42,0,89499,4,0,1
172.88481022494085,92.65956512704004,1,2,0,0,0,15,24,0,28626,2,0,1
475.21057985991854,100.85893231293338,0,3,2,1,1,5,28,1,33330,1,0,1
492.6576736086932,93.76628473467127,1,3,2,0,1,23,28,1,30956,4,1,1
19.403345868138523,53.69823799184381,1,5,2,1,1,1,43,0,90355,1,0,1
767.5442922105505,79.53239106271484,0,5,0,3,1,13,42,1,67984,3,0,1
227.52786700786,190.7018393722895,1,5,2,2,1,4,25,1,66287,2,0,1
932.47439332737,82.91267763369785,0,3,2,2,0,11,43,1,76936,1,0,1
,38.88530062054085,1,4,2,2,1,16,59,1,112567,3,0,1
907.1782069338044,8.051837159426146,1,3,1,1,0,17,25,0,103178,5,0,1
822.7448932617523,107.03765573035602,1,2,2,0,0,1,31,0,99617,3,0,1
547.4684445773191,,0,0,1,2,0,11,41,1,98158,3,0,1
600.1829073455115,101.87057544628033,1,4,1,1,0,13,68,0,106124,4,0,1
419.2444875102533,128.80529960457628,1,3,0,1,0,5,27,1,52956,1,0,1
396.0933911798651,70.70525073437419,0,5,2,1,1,2,61,1,67029,3,0,1
263.40450662656747,13.67822985673075,1,2,2,1,1,5,67,1,107884,1,0,1
135.26359026508993,83.95187075242076,1,1,2,3,1,16,65,1,45147,4,1,1
,103.31876524322558,1,5,2,3,0,7,39,0,74426,4,0,1
608.5656116063337,151.90680194756675,1,4,2,1,0,17,32,0,86378,3,0,1
,184.41868675807115,0,1,2,2,1,1,67,0,117794,2,1,1
263.2404943710138,144.66124028109596,1,2,2,1,1,14,20,1,85468,5,0,1
317.86545292510004,119.20723965159208,1,5,2,3,0,9,52,1,45266,5,0,1
459.1934190711999,30.40765297195671,1,4,2,3,1,5,54,0,89227,1,0,1
261.06750026008854,,1,5,2,2,0,18,46,1,62478,3,0,1
602.0735993538042,57.12550023693619,0,3,1,0,0,8,22,0,47856,1,0,1
617.7900334751774,30.37185349890428,0,0,1,1,0,5,44,1,36362,2,0,1
267.26086838691344,,0,0,1,1,0,15,61,1,113761,1,0,1
,173.70949634914655,1,3,1,3,1,5,19,1,104329,5,0,1
337.03701099245467,181.1947884024116,1,2,0,0,0,21,39,0,45683,4,0,1
304.42465518646844,190.83206532373453,1,1,0,0,0,2,38,0,92981,3,0,1
629.8087672063002,17.31282026109926,0,2,2,3,0,1,27,0,37846,4,0,1
283.1101525350641,20.835143874596305,1,4,2,3,1,24,33,0,106996,3,0,1
,,1,0,2,3,1,23,23,0,91999,5,0,1
884.6891154508415,191.79883783316927,1,5,2,0,1,19,67,0,60641,4,0,1
336.83663143859167,38.136360651235314,1,0,0,1,0,6,55,1,67751,2,0,1
504.6760974712746,138.44566188776614,1,3,0,2,1,1,56,1,96548,1,0,1
892.8878105959037,45.18784661746415,0,3,2,3,0,13,25,0,100680,4,0,1
,157.30480691785527,1,4,0,0,1,11,63,1,88848,1,0,1
825.0865451925569,,1,0,2,0,0,23,48,1,55578,3,0,1
,111.31876956518312,1,1,1,1,1,21,18,1,94957,1,0,1
587.7515493671217,117.52207596755224,0,4,0,0,1,3,43,1,108528,3,0,1
427.3215155224703,196.2328315218195,1,4,1,2,1,10,50,1,84992,1,1,1
939.3538174180276,51.92178974254331,1,2,2,0,1,23,68,1,82373,4,1,1
,108.62487408433034,0,3,0,2,1,2,43,1,36070,2,1,1
,113.58535909686498,1,2,1,3,0,21,25,0,60269,1,0,1
,,1,4,1,0,1,4,29,0,86670,1,0,1
,,1,3,0,3,1,22,23,0,59592,1,0,1
860.9204625548246,,1,0,2,0,0,21,35,1,51549,6,0,1
46.09847118503918,82.98199467464231,1,2,0,0,1,24,37,0,80476,2,0,1
,196.10554633087207,1,2,0,1,0,20,52,1,44644,2,0,1
298.5345049108677,42.72464594661574,1,2,0,3,0,18,62,0,84316,5,0,1
692.2684520823021,91.10318278300042,0,6,0,2,1,21,44,1,75050,4,0,1
511.81518700935135,15.65690041387242,1,2,1,0,0,7,56,0,42731,8,0,1
933.1391599093024,24.674497909377855,1,3,2,2,0,18,31,1,78887,5,0,1
336.358098702205,105.00909490433747,1,1,2,2,0,4,49,1,45864,5,0,1
695.0984556046648,99.90426256362043,1,3,1,3,1,9,47,0,65913,2,0,1
38.73038642266291,152.96016124699003,0,4,0,1,1,23,68,0,97809,1,0,1
680.9897566373764,47.050516997704776,0,1,0,0,1,21,54,0,38906,5,0,1
419.22730986200094,,1,2,1,1,1,15,61,1,79323,1,0,1
851.7454663542967,48.27482825108606,1,0,2,0,0,7,62,1,68297,4,1,1
616.566281310022,135.88731672347438,1,0,1,1,1,12,41,1,111119,4,1,1
690.9602299457383,138.59508535806552,1,0,1,0,0,8,34,0,95942,1,0,1
838.8548655626387,73.92004601378244,1,3,1,1,0,18,42,1,41873,1,0,1
,93.62722584512564,0,4,0,3,0,14,20,0,98881,4,0,1
987.2001006170142,,1,4,0,3,0,20,55,0,107863,5,1,1
212.06876977680557,176.60189349013186,1,1,0,0,0,13,68,0,84410,5,0,1
187.8371790567336,113.97569691387704,1,0,2,2,1,17,33,1,44919,3,0,1
800.2715461386325,63.39179754332156,1,0,0,0,1,2,59,1,106657,3,0,1
423.28843281441544,171.65483352513743,0,1,0,0,1,2,22,1,88416,2,0,1
199.46333150578477,119.52698448034016,1,2,0,3,0,10,55,0,82355,1,0,1
182.65851635396723,171.1824179073594,1,0,2,2,0,19,63,0,93461,5,0,1
149.62387878390737,137.17468306936215,1,5,0,1,1,10,22,1,75940,1,0,1
440.3859729681646,68.37120235941505,1,2,1,0,0,2,18,1,104966,2,0,1
58.16517782004071,156.4655840293902,1,3,1,3,1,20,42,0,88232,5,0,1
10.0131256539302,90.0513658634523,1,2,1,1,0,6,50,0,67670,4,0,1
811.6652645619876,,1,1,0,2,0,6,20,0,68345,4,0,1
558.3295121564806,136.1878566513371,0,2,0,1,1,24,24,1,57547,5,0,1
257.3815735574375,118.0661117960576,0,3,0,3,1,17,22,0,81928,5,0,1
84.82078486589894,,1,1,2,2,1,7,54,0,58805,4,0,1
690.2954537908028,,1,0,0,3,1,1,57,0,116513,1,0,1
804.7004519661423,87.6323051062563,0,5,1,2,1,22,65,0,75603,5,0,1
473.21567900062746,185.94575023518644,1,0,1,0,0,18,45,1,69810,4,0,1
813.4756917452307,197.3275039906103,1,5,0,1,1,2,62,1,97659,2,0,1
898.6249884406709,162.75729840553424,1,4,1,3,1,20,42,0,51995,3,0,1
438.0874681089708,126.07858338322436,1,4,0,3,1,20,32,1,87295,1,0,1
933.1737264870036,154.01325948878656,1,0,1,2,1,9,48,1,102021,1,0,1
156.21137106515047,164.8791690784738,1,3,2,3,1,18,52,1,112337,5,0,1
651.1501738782521,47.21620670473297,1,5,1,3,1,10,69,0,112787,5,1,1
434.5748300255688,80.03138672194746,1,3,0,0,0,5,30,0,101366,1,1,1
95.7318984771357,184.44062597001093,0,0,1,3,0,23,36,1,106862,4,0,1
930.6427618932016,54.617783631723405,0,3,2,2,1,14,31,0,71983,2,0,1
788.2347764549595,171.57660850576954,1,1,1,0,0,17,57,0,91590,5,0,1
546.6913693519733,114.57701614259564,1,2,0,1,1,5,37,0,97744,3,0,1
,135.88522665833185,1,5,2,0,1,22,69,0,71664,2,0,1
479.7834723931915,161.7160011835025,1,1,1,1,1,5,55,1,64536,2,1,1
585.5991219239785,181.07705819445783,1,1,1,2,1,16,69,0,52013,3,0,1
202.57109268184203,126.37081006534692,1,3,0,1,0,20,38,1,32441,5,0,1
488.8652790614552,124.58155496317968,0,0,1,3,0,5,32,0,55526,1,0,1
,146.1030130539825,1,0,1,0,0,13,46,0,71018,1,0,1
,35.753768248695536,1,0,0,1,0,2,44,0,60843,2,0,1
440.3229129658809,125.53874600165597,1,2,1,1,0,18,44,1,45550,2,0,1
424.4258631853715,153.64321778164305,1,5,2,1,0,8,65,1,105349,2,0,1
968.1898608427072,26.936370831275823,1,0,0,2,0,1,58,0,70010,2,0,1
947.2985698473346,37.954734712789914,0,0,2,0,0,4,24,0,60482,3,0,1
736.2758288565891,127.20102931760418,1,4,2,3,0,20,58,0,73613,5,0,1
743.5799971658219,68.11421888308529,1,4,2,2,1,19,62,1,111895,1,1,1
894.6090338908473,123.9073608934512,1,4,0,1,0,16,54,1,93872,1,0,1
965.6243289055382,92.96806611821584,0,3,1,2,0,17,64,1,57991,3,0,1
,90.16423555845388,1,0,1,2,1,18,49,0,61283,4,0,1
23.735775658753177,89.3315496592494,1,4,0,2,0,18,53,1,63018,1,0,1
675.8098111624289,67.9561471174026,1,0,0,0,0,22,52,1,78636,3,0,1
956.4530631981283,83.54768162492961,0,1,2,2,0,23,36,0,46296,2,0,1
,7.159929040158164,1,5,1,1,0,24,58,1,43221,1,0,1
548.18777682159,63.304349653157786,1,2,1,0,1,4,45,1,56248,4,0,1
996.5446218999311,,0,0,2,2,0,3,24,0,50201,3,0,1
558.1866302872864,115.38878189016836,1,3,1,1,1,5,37,1,94896,3,0,1
326.1372808411013,127.4714033619058,1,4,0,0,1,9,63,1,66894,1,0,1
753.496016543145,,1,3,2,3,1,14,66,0,100057,2,0,1
,,1,1,2,3,0,1,57,1,96403,5,0,1
,172.9171906117837,1,5,0,2,0,1,67,1,119537,1,0,1
,162.70213648720463,1,0,0,0,1,11,41,0,54378,1,0,1
584.4129744721184,114.6551979301946,1,4,0,1,0,23,46,1,104437,4,0,1
761.1810365732555,91.23574939951398,1,5,0,2,1,20,31,1,101770,5,0,1
764.3103600440731,166.36041667901358,1,1,2,1,1,15,44,1,104351,2,0,1
,156.47327475692788,1,0,0,1,1,2,52,1,89164,3,0,1
967.2333065566614,,1,2,1,1,0,19,55,0,81081,3,0,1
,67.60562612443195,1,0,0,0,0,3,22,1,56692,3,0,1
,122.82464964509026,1,5,0,3,0,20,34,1,52209,1,0,1
566.9947962978886,13.33901187845006,1,1,0,0,0,8,55,0,113719,4,0,1
808.5090309577369,37.19041765280937,1,2,2,1,0,14,29,1,60747,5,0,1
901.9226888185332,186.24322544385157,1,4,2,3,0,8,21,1,95459,5,0,1
830.0024318615276,184.38830785217425,1,0,0,1,0,17,30,0,42438,1,0,1
591.4332261343604,75.13456118323619,0,2,2,1,0,10,24,0,75333,2,0,1
69.5348575812338,,1,0,1,1,0,6,69,1,120525,2,0,1
729.2359499335364,172.79709279906012,1,2,1,0,1,8,54,1,45835,5,0,1
760.1157896707358,,1,1,1,2,1,13,61,0,110772,5,0,1
,195.90179392820613,0,3,1,2,0,24,54,0,42265,1,0,1
314.8310733314628,77.94632570325616,1,5,2,2,1,22,61,0,46219,5,0,1
84.45587389612041,154.9084842608885,1,0,1,0,1,24,50,1,89679,4,0,1
406.6688520297084,124.58154026926182,0,2,2,2,0,8,32,0,34848,2,0,1
,19.7054941224744,1,2,2,3,0,7,36,0,88756,4,0,1
170.00591832743638,149.250895619782,1,2,0,1,1,20,42,1,97266,1,1,1
601.2205949055062,42.40213381340716,0,1,0,2,0,14,35,1,59460,3,0,1
,50.24857171428434,1,3,1,0,1,21,35,1,75678,1,0,1
879.6442803596321,181.64265624722412,1,0,0,0,0,18,62,0,117246,1,0,1
865.7484253947971,77.75759512190248,1,2,1,2,0,15,48,0,87111,3,0,1
661.7117400540117,165.73279134286403,1,4,1,0,0,5,68,0,117969,5,1,1
688.7955847846073,75.16522519521473,1,0,0,2,0,19,58,0,98242,4,0,1
114.92192880917318,41.3949526675414,1,0,0,2,1,1,50,1,57938,5,0,1
220.04795049235472,39.3084621129284,1,2,1,0,1,15,62,0,68524,2,0,1
964.7294645765264,84.21900158715209,1,4,2,2,0,22,66,0,109182,4,1,1
999.14187894545,75.43875110987742,1,3,0,1,0,10,20,1,54854,2,0,1
,53.66196250427926,1,2,2,3,0,24,20,1,72101,2,0,1
762.8006150254155,72.42659252214514,1,1,2,2,1,15,19,1,45979,2,0,1
631.1369379524929,28.410146425767245,1,0,0,0,1,13,68,1,80567,2,0,1
31.665991308545415,2.9839597936011764,0,0,1,2,0,15,21,0,92582,5,0,1
578.6489268256641,,1,0,2,0,0,14,62,0,107372,3,0,1
591.5830172780554,197.542771897852,1,1,1,2,1,10,29,1,44230,2,0,1
337.0819998504264,53.61958717354885,1,2,0,2,0,1,24,0,51957,2,0,1
920.911831923698,54.788722611002385,1,5,0,1,0,13,44,1,110124,1,0,1
994.686420570658,195.8742069488998,1,3,0,2,1,17,62,0,102292,1,0,1
925.344926527975,141.78357894950938,1,2,2,1,0,16,52,0,58820,1,0,1
5.084995806590054,190.45087003901403,0,4,2,1,1,17,64,1,88402,2,0,1
239.56121940141085,33.4823001295226,1,1,1,2,1,11,27,0,86834,2,0,1
,15.961087993761902,1,3,0,1,0,16,18,0,61161,5,0,1
784.2050571429197,40.985011874042954,1,3,0,0,0,12,48,0,107920,2,0,1
114.06021277371448,138.66771714671975,1,4,0,2,0,24,62,0,80473,5,0,1
561.4023079162052,,1,4,1,2,1,14,26,0,97447,1,0,1
225.03980342089625,4.730917532857815,1,1,1,3,0,16,42,0,34742,4,0,1
405.9586156509703,108.07472331193226,1,2,0,0,0,23,46,0,91236,1,0,1
937.8824742888936,7.685133531729171,1,0,2,0,0,16,51,0,59525,3,0,1
358.97743254008776,188.53242318340975,1,0,2,0,1,11,69,1,91914,3,0,1
618.6009772039582,66.91437652719137,0,3,0,3,1,2,69,1,104828,2,0,1
189.0273983194698,158.85174401028775,1,4,2,2,0,3,21,1,83440,5,0,1
76.67084675081992,40.549776461790785,0,3,0,0,1,5,56,1,46123,2,0,1
,80.3353120695284,1,0,0,0,1,16,44,0,42203,1,0,1
991.8910088786682,138.5086057819956,1,5,0,2,0,23,57,1,38174,4,0,1
25.87605489838374,,0,3,0,2,1,17,51,1,90070,3,0,1
479.08642179537753,176.5666893856338,1,2,0,2,1,16,61,1,47356,3,0,1
53.63057485196687,149.1564132790926,1,2,1,1,1,10,38,0,52524,4,0,1
,69.72189510875111,0,0,1,3,0,22,18,1,65613,2,0,1
774.4504946102451,79.5062919891166,1,1,2,0,0,12,38,1,78159,4,1,1
457.02431554336664,,1,4,0,1,1,23,52,1,78824,3,0,1
210.3859728500128,99.48916353165616,1,0,0,1,1,3,50,0,85682,3,0,1
571.4602038595775,44.19221704920098,1,3,2,3,0,19,25,1,90640,2,0,1
,,1,4,2,3,1,2,57,1,105837,2,0,1
848.2960917501947,,1,2,2,2,0,2,51,1,96773,2,0,1
780.3616503811716,,1,5,1,0,1,20,49,1,79011,2,0,1
580.4464591363943,,1,3,2,1,0,9,67,0,70239,4,0,1
419.7892986842928,58.12787359727205,0,4,1,2,1,9,41,0,106460,5,0,1
845.8820219843321,192.77992901680153,1,2,1,3,1,3,44,1,96401,2,1,1
677.6639685854434,185.27998865694252,1,0,1,1,1,22,63,0,86891,3,0,1
677.0676475797036,,1,4,1,0,1,4,20,1,71532,2,1,1
687.2761562436539,102.1817241855987,1,2,1,2,0,13,49,0,113333,4,1,1
120.72291736714593,46.83037378219945,1,5,1,1,0,10,59,1,73718,4,0,1
584.0273257134238,166.71813184595382,1,2,0,3,1,17,66,0,51842,3,0,1
356.17495146672053,114.7313958241332,0,5,1,2,0,22,22,0,36563,3,0,1
400.3069295252476,167.96367749534144,0,3,2,3,0,2,54,0,98523,4,0,1
550.7447589466888,79.60239997638993,1,5,1,0,1,19,22,1,100989,2,0,1
996.2512710753374,,0,5,2,3,0,1,43,1,72453,3,0,1
905.247110784191,88.83525422944729,0,0,0,1,1,4,60,1,74995,4,0,1
995.595998235189,95.7600563738272,1,1,2,0,0,19,68,0,50288,2,1,1
,,1,2,0,2,0,22,41,0,110874,3,0,1
121.59031127646593,,1,5,1,3,0,5,63,0,117090,8,0,1
,102.86232446802636,1,4,1,2,1,14,38,0,99572,5,0,1
228.71808962930697,179.87034730597557,1,3,0,3,1,15,37,1,33734,4,0,1
998.377202988598,,0,5,2,3,0,23,26,0,77906,5,0,1
505.1400204419347,,1,3,2,2,1,21,32,1,34548,4,0,1
776.3760529446192,25.60698994420647,1,5,0,0,1,14,67,0,109467,1,0,1
,,0,0,0,2,0,23,20,0,64752,3,0,1
971.4213539590166,61.75362323785534,1,4,1,2,1,1,44,0,103386,5,0,1
92.2629053193822,78.80126034985011,1,5,0,2,1,3,21,0,44477,3,0,1
